debate_audio_id,turn_id,speaker_raw,word,start_sec,end_sec
1013,1013_t0203,BUSH,of,5130.28,5130.36
1013,1013_t0203,BUSH,seniors,5130.36,5130.74
1013,1013_t0203,BUSH,receive,5130.74,5131.08
1013,1013_t0203,BUSH,benefits,5131.08,5131.51
1013,1013_t0203,BUSH,under,5131.51,5131.69
1013,1013_t0203,BUSH,my,5131.69,5131.84
1013,1013_t0203,BUSH,medicare,5131.84,5132.31
1013,1013_t0203,BUSH,reform,5132.31,5132.61
1013,1013_t0203,BUSH,package,5132.61,5133.02
1013,1013_t0203,BUSH,that's,5133.02,5133.23
1013,1013_t0203,BUSH,what,5133.23,5133.33
1013,1013_t0203,BUSH,he,5133.33,5133.4
1013,1013_t0203,BUSH,said,5133.4,5133.67
1013,1013_t0203,BUSH,the,5133.67,5133.77
1013,1013_t0203,BUSH,other,5133.77,5133.93
1013,1013_t0203,BUSH,day,5133.93,5134.13
1013,1013_t0203,BUSH,and,5134.13,5134.22
1013,1013_t0203,BUSH,that's,5134.22,5134.33
1013,1013_t0203,BUSH,simply,5134.33,5134.62
1013,1013_t0203,BUSH,not,5134.62,5134.85
1013,1013_t0203,BUSH,the,5134.85,5134.91
1013,1013_t0203,BUSH,case,5134.91,5135.45
1013,1013_t0203,BUSH,and,5136.28,5136.38
1013,1013_t0203,BUSH,i,5136.38,5136.43
1013,1013_t0203,BUSH,have,5136.43,5136.67
1013,1013_t0203,BUSH,every,5136.67,5136.88
1013,1013_t0203,BUSH,right,5136.88,5137.15
1013,1013_t0203,BUSH,in,5137.33,5137.43
1013,1013_t0203,BUSH,the,5137.43,5137.5
1013,1013_t0203,BUSH,world,5137.5,5137.78
1013,1013_t0203,BUSH,to,5137.78,5137.86
1013,1013_t0203,BUSH,defend,5137.86,5138.23
1013,1013_t0203,BUSH,my,5138.23,5138.36
1013,1013_t0203,BUSH,record,5138.36,5138.74
1013,1013_t0203,BUSH,and,5138.95,5139.31
1013,1013_t0203,BUSH,positions,5139.31,5139.93
1013,1013_t0203,BUSH,that's,5140.4,5140.61
1013,1013_t0203,BUSH,what,5140.61,5140.75
1013,1013_t0203,BUSH,debates,5140.75,5141.14
1013,1013_t0203,BUSH,are,5141.14,5141.19
1013,1013_t0203,BUSH,about,5141.19,5141.48
1013,1013_t0203,BUSH,and,5141.48,5141.58
1013,1013_t0203,BUSH,that's,5141.58,5141.74
1013,1013_t0203,BUSH,what,5141.74,5141.87
1013,1013_t0203,BUSH,campaigns,5141.87,5142.4
1013,1013_t0203,BUSH,are,5142.4,5142.48
1013,1013_t0203,BUSH,about,5142.48,5142.69
1013,1013_t0203,BUSH,vice,5143.38,5143.52
1013,1013_t0203,BUSH,president,5143.52,5143.86
1013,1013_t0204,MODERATOR,gore,5143.86,5144.02
1013,1013_t0204,MODERATOR,i,5144.26,5144.34
1013,1013_t0204,MODERATOR,got,5144.34,5144.52
1013,1013_t0205,GORE,some,5144.52,5144.68
1013,1013_t0205,GORE,of,5144.68,5144.75
1013,1013_t0205,GORE,the,5144.75,5144.83
1013,1013_t0205,GORE,details,5144.83,5145.4
1013,1013_t0205,GORE,wrong,5145.4,5145.81
1013,1013_t0205,GORE,last,5145.95,5146.29
1013,1013_t0205,GORE,week,5146.29,5146.51
1013,1013_t0205,GORE,in,5146.51,5146.61
1013,1013_t0205,GORE,some,5146.61,5146.81
1013,1013_t0205,GORE,of,5146.81,5146.93
1013,1013_t0205,GORE,the,5146.93,5147.02
1013,1013_t0205,GORE,examples,5147.02,5147.62
1013,1013_t0205,GORE,that,5147.62,5147.74
1013,1013_t0205,GORE,i,5147.74,5147.82
1013,1013_t0205,GORE,used,5147.82,5148.17
1013,1013_t0205,GORE,jim,5148.17,5148.4
1013,1013_t0205,GORE,and,5148.64,5148.79
1013,1013_t0205,GORE,i'm,5148.79,5149.07
1013,1013_t0205,GORE,sorry,5149.07,5149.37
1013,1013_t0205,GORE,about,5149.37,5149.67
1013,1013_t0205,GORE,that,5149.67,5149.81
1013,1013_t0205,GORE,and,5150.1,5150.28
1013,1013_t0205,GORE,i'm,5150.28,5150.67
1013,1013_t0205,GORE,going,5150.77,5151.09
1013,1013_t0205,GORE,to,5151.09,5151.16
1013,1013_t0205,GORE,try,5151.16,5151.38
1013,1013_t0205,GORE,to,5151.38,5151.44
1013,1013_t0205,GORE,do,5151.44,5151.58
1013,1013_t0205,GORE,better,5151.58,5151.9
1013,1013_t0205,GORE,one,5153.27,5153.5
1013,1013_t0205,GORE,of,5153.5,5153.56
1013,1013_t0205,GORE,the,5153.56,5153.62
1013,1013_t0205,GORE,reasons,5153.62,5154.04
1013,1013_t0205,GORE,i,5154.04,5154.14
1013,1013_t0205,GORE,regret,5154.14,5154.61
1013,1013_t0205,GORE,it,5154.61,5154.72
1013,1013_t0205,GORE,is,5154.72,5155.0
1013,1013_t0205,GORE,that,5155.0,5156.01
1013,1013_t0205,GORE,getting,5156.01,5156.3
1013,1013_t0205,GORE,a,5156.3,5156.36
1013,1013_t0205,GORE,detail,5156.36,5157.11
1013,1013_t0205,GORE,wrong,5157.11,5157.75
1013,1013_t0205,GORE,interfered,5158.47,5159.35
1013,1013_t0205,GORE,several,5159.35,5159.65
1013,1013_t0205,GORE,times,5159.65,5160.11
1013,1013_t0205,GORE,with,5160.11,5160.43
1013,1013_t0205,GORE,the,5160.43,5160.65
1013,1013_t0205,GORE,point,5160.85,5161.11
1013,1013_t0205,GORE,that,5161.11,5161.23
1013,1013_t0205,GORE,i,5161.23,5161.32
1013,1013_t0205,GORE,was,5161.32,5161.5
1013,1013_t0205,GORE,trying,5161.5,5161.8
1013,1013_t0205,GORE,to,5161.8,5161.9
1013,1013_t0205,GORE,make,5161.9,5162.2
1013,1013_t0205,GORE,however,5163.34,5163.84
1013,1013_t0205,GORE,many,5163.84,5164.14
1013,1013_t0205,GORE,days,5164.14,5164.7
1013,1013_t0205,GORE,that,5164.7,5164.94
1013,1013_t0205,GORE,young,5165.62,5165.89
1013,1013_t0205,GORE,girl,5165.89,5166.28
1013,1013_t0205,GORE,in,5166.28,5166.4
1013,1013_t0205,GORE,florida,5166.4,5166.83
1013,1013_t0205,GORE,stood,5166.83,5167.35
1013,1013_t0205,GORE,in,5167.35,5167.69
1013,1013_t0205,GORE,her,5167.69,5167.93
1013,1013_t0205,GORE,classroom,5168.38,5168.88
1013,1013_t0205,GORE,however,5168.88,5169.25
1013,1013_t0205,GORE,long,5169.25,5169.68
1013,1013_t0205,GORE,even,5169.68,5169.89
1013,1013_t0205,GORE,if,5169.89,5170.0
1013,1013_t0205,GORE,it,5170.0,5170.04
1013,1013_t0205,GORE,was,5170.04,5170.2
1013,1013_t0205,GORE,only,5170.2,5170.42
1013,1013_t0205,GORE,one,5170.42,5170.7
1013,1013_t0205,GORE,day,5170.7,5170.98
1013,1013_t0205,GORE,doesn't,5171.71,5172.08
1013,1013_t0205,GORE,change,5172.08,5172.44
1013,1013_t0205,GORE,the,5172.44,5172.57
1013,1013_t0205,GORE,fact,5172.57,5173.06
1013,1013_t0205,GORE,that,5173.06,5173.28
1013,1013_t0205,GORE,there,5173.28,5173.51
1013,1013_t0205,GORE,are,5173.51,5173.85
1013,1013_t0205,GORE,a,5173.85,5173.97
1013,1013_t0205,GORE,lot,5173.97,5174.45
1013,1013_t0205,GORE,of,5174.45,5174.7
1013,1013_t0205,GORE,overcrowded,5174.7,5175.26
1013,1013_t0205,GORE,classrooms,5175.51,5176.1
1013,1013_t0205,GORE,in,5176.25,5176.32
1013,1013_t0205,GORE,america,5176.32,5176.63
1013,1013_t0205,GORE,and,5176.73,5176.87
1013,1013_t0205,GORE,we,5176.87,5176.98
1013,1013_t0205,GORE,need,5176.98,5177.18
1013,1013_t0205,GORE,to,5177.18,5177.26
1013,1013_t0205,GORE,do,5177.26,5177.51
1013,1013_t0205,GORE,something,5177.51,5178.0
1013,1013_t0205,GORE,about,5178.51,5178.89
1013,1013_t0205,GORE,that,5179.73,5180.16
1013,1013_t0205,GORE,there,5180.16,5180.36
1013,1013_t0205,GORE,are,5180.36,5180.77
1013,1013_t0205,GORE,seniors,5180.83,5181.52
1013,1013_t0205,GORE,who,5181.52,5181.98
1013,1013_t0205,GORE,pay,5182.48,5182.68
1013,1013_t0205,GORE,more,5182.68,5183.13
1013,1013_t0205,GORE,for,5183.13,5183.33
1013,1013_t0205,GORE,their,5183.33,5183.51
1013,1013_t0205,GORE,prescriptions,5183.51,5184.4
1013,1013_t0205,GORE,than,5184.4,5184.74
1013,1013_t0205,GORE,a,5185.08,5185.14
1013,1013_t0205,GORE,lot,5185.14,5185.42
1013,1013_t0205,GORE,of,5185.42,5185.52
1013,1013_t0205,GORE,other,5185.52,5185.71
1013,1013_t0205,GORE,people,5185.71,5186.01
1013,1013_t0205,GORE,more,5186.01,5186.24
1013,1013_t0205,GORE,than,5186.24,5186.39
1013,1013_t0205,GORE,their,5186.39,5186.51
1013,1013_t0205,GORE,pets,5186.51,5187.03
1013,1013_t0205,GORE,sometimes,5187.15,5187.85
1013,1013_t0205,GORE,more,5188.2,5188.66
1013,1013_t0205,GORE,sometimes,5188.66,5189.28
1013,1013_t0205,GORE,than,5189.28,5189.43
1013,1013_t0205,GORE,people,5189.43,5189.87
1013,1013_t0205,GORE,in,5189.87,5190.53
1013,1013_t0205,GORE,foreign,5190.57,5190.85
1013,1013_t0205,GORE,countries,5190.85,5191.4
1013,1013_t0205,GORE,and,5191.94,5192.21
1013,1013_t0205,GORE,we,5192.21,5192.31
1013,1013_t0205,GORE,need,5192.31,5192.49
1013,1013_t0205,GORE,to,5192.49,5192.56
1013,1013_t0205,GORE,do,5192.56,5192.77
1013,1013_t0205,GORE,something,5192.77,5193.29
1013,1013_t0205,GORE,about,5193.32,5193.78
1013,1013_t0205,GORE,that,5194.58,5195.2
1013,1013_t0205,GORE,not,5195.2,5195.65
1013,1013_t0205,GORE,with,5195.65,5195.89
1013,1013_t0205,GORE,the,5195.89,5195.97
1013,1013_t0205,GORE,measure,5195.97,5196.5
1013,1013_t0205,GORE,that,5196.5,5196.74
1013,1013_t0205,GORE,leaves,5196.74,5197.11
1013,1013_t0205,GORE,the,5197.11,5197.19
1013,1013_t0205,GORE,majority,5197.19,5197.77
1013,1013_t0205,GORE,of,5197.77,5197.94
1013,1013_t0205,GORE,them,5197.94,5198.26
1013,1013_t0205,GORE,without,5199.14,5199.59
1013,1013_t0205,GORE,any,5199.99,5200.28
1013,1013_t0205,GORE,real,5200.46,5200.88
1013,1013_t0205,GORE,basic,5201.75,5202.18
1013,1013_t0205,GORE,help,5202.18,5202.52
1013,1013_t0205,GORE,until,5202.7,5203.27
1013,1013_t0205,GORE,the,5203.27,5203.44
1013,1013_t0205,GORE,next,5203.44,5203.76
1013,1013_t0205,GORE,president's,5203.76,5204.36
1013,1013_t0205,GORE,term,5204.44,5204.85
1013,1013_t0205,GORE,of,5205.19,5205.33
1013,1013_t0205,GORE,four,5205.33,5205.6
1013,1013_t0205,GORE,years,5205.6,5206.04
1013,1013_t0205,GORE,is,5206.04,5206.85
1013,1013_t0205,GORE,over,5206.85,5207.22
1013,1013_t0205,GORE,but,5207.74,5208.17
1013,1013_t0205,GORE,right,5208.17,5208.47
1013,1013_t0205,GORE,away,5208.53,5209.18
1013,1013_t0205,GORE,and,5209.69,5210.53
1013,1013_t0205,GORE,that,5210.68,5211.0
1013,1013_t0205,GORE,means,5211.0,5211.26
1013,1013_t0205,GORE,doing,5211.26,5211.59
1013,1013_t0205,GORE,it,5211.59,5211.76
1013,1013_t0205,GORE,under,5211.76,5212.28
1013,1013_t0205,GORE,the,5212.7,5212.8
1013,1013_t0205,GORE,medicare,5212.8,5213.4
1013,1013_t0205,GORE,program,5213.58,5214.12
1013,1013_t0205,GORE,i,5214.73,5215.12
1013,1013_t0205,GORE,can't,5216.51,5216.87
1013,1013_t0205,GORE,promise,5216.87,5217.37
1013,1013_t0205,GORE,that,5217.37,5217.54
1013,1013_t0205,GORE,i,5217.54,5217.73
1013,1013_t0205,GORE,will,5217.73,5218.25
1013,1013_t0205,GORE,never,5219.08,5219.36
1013,1013_t0205,GORE,get,5219.36,5219.55
1013,1013_t0205,GORE,another,5219.55,5219.82
1013,1013_t0205,GORE,detail,5219.82,5220.28
1013,1013_t0205,GORE,wrong,5220.28,5220.67
1013,1013_t0205,GORE,i,5220.93,5221.07
1013,1013_t0205,GORE,can,5221.07,5221.27
1013,1013_t0205,GORE,promise,5221.49,5221.85
1013,1013_t0205,GORE,you,5221.85,5221.95
1013,1013_t0205,GORE,that,5221.95,5222.19
1013,1013_t0205,GORE,i,5222.42,5222.61
1013,1013_t0205,GORE,will,5222.61,5222.8
1013,1013_t0205,GORE,try,5222.86,5223.12
1013,1013_t0205,GORE,not,5223.12,5223.41
1013,1013_t0205,GORE,to,5224.22,5224.28
1013,1013_t0205,GORE,and,5224.28,5224.64
1013,1013_t0205,GORE,hard,5224.64,5225.03
1013,1013_t0205,GORE,but,5225.83,5226.24
1013,1013_t0205,GORE,i,5226.27,5226.36
1013,1013_t0205,GORE,will,5226.36,5226.57
1013,1013_t0205,GORE,promise,5226.57,5227.03
1013,1013_t0205,GORE,you,5227.03,5227.12
1013,1013_t0205,GORE,this,5227.12,5227.59
1013,1013_t0205,GORE,with,5227.59,5227.9
1013,1013_t0205,GORE,all,5227.9,5228.08
1013,1013_t0205,GORE,the,5228.08,5228.16
1013,1013_t0205,GORE,confidence,5228.16,5229.76
1013,1013_t0205,GORE,in,5229.86,5230.02
1013,1013_t0205,GORE,my,5230.02,5230.11
1013,1013_t0205,GORE,heart,5230.11,5230.41
1013,1013_t0205,GORE,and,5230.41,5230.51
1013,1013_t0205,GORE,in,5230.51,5230.59
1013,1013_t0205,GORE,the,5230.59,5230.66
1013,1013_t0205,GORE,world,5230.66,5231.12
1013,1013_t0205,GORE,that,5231.5,5231.63
1013,1013_t0205,GORE,i,5231.63,5231.8
1013,1013_t0205,GORE,will,5231.8,5231.95
1013,1013_t0205,GORE,do,5231.95,5232.17
1013,1013_t0205,GORE,my,5232.17,5232.5
1013,1013_t0205,GORE,best,5232.99,5233.4
1013,1013_t0205,GORE,if,5233.4,5233.52
1013,1013_t0205,GORE,i'm,5233.52,5233.68
1013,1013_t0205,GORE,elected,5233.68,5234.13
1013,1013_t0205,GORE,president,5234.13,5234.55
1013,1013_t0205,GORE,i'll,5234.6,5234.78
1013,1013_t0205,GORE,work,5234.78,5235.01
1013,1013_t0205,GORE,my,5235.01,5235.19
1013,1013_t0205,GORE,heart,5235.19,5235.46
1013,1013_t0205,GORE,out,5235.46,5235.64
1013,1013_t0205,GORE,to,5236.04,5236.13
1013,1013_t0205,GORE,get,5236.13,5236.36
1013,1013_t0205,GORE,the,5236.36,5236.44
1013,1013_t0205,GORE,big,5236.44,5236.77
1013,1013_t0205,GORE,things,5236.77,5237.1
1013,1013_t0205,GORE,right,5237.1,5237.58
1013,1013_t0205,GORE,for,5238.1,5238.23
1013,1013_t0205,GORE,the,5238.23,5238.34
1013,1013_t0205,GORE,american,5238.34,5238.73
1013,1013_t0205,GORE,people,5238.73,5239.07
1013,1013_t0205,GORE,does,5239.76,5239.85
1013,1013_t0205,GORE,that,5239.85,5240.01
1013,1013_t0206,MODERATOR,resolve,5240.01,5240.35
1013,1013_t0206,MODERATOR,the,5240.35,5240.47
1013,1013_t0206,MODERATOR,issue,5240.47,5240.73
1013,1013_t0206,MODERATOR,governor,5240.73,5240.98
1013,1013_t0206,MODERATOR,that's,5241.86,5242.0
1013,1013_t0206,MODERATOR,going,5242.0,5242.26
1013,1013_t0207,BUSH,to,5242.26,5242.38
1013,1013_t0207,BUSH,be,5242.38,5242.58
1013,1013_t0207,BUSH,up,5242.58,5242.67
1013,1013_t0207,BUSH,to,5242.67,5242.84
1013,1013_t0207,BUSH,the,5242.84,5242.91
1013,1013_t0207,BUSH,people,5243.55,5243.7
1013,1013_t0207,BUSH,isn't,5243.7,5244.06
1013,1013_t0207,BUSH,it,5244.06,5244.09
1013,1013_t0207,BUSH,does,5244.09,5244.26
1013,1013_t0207,BUSH,it,5244.26,5244.3
1013,1013_t0208,MODERATOR,resolve,5244.3,5244.61
1013,1013_t0208,MODERATOR,it,5244.61,5244.69
1013,1013_t0208,MODERATOR,for,5244.69,5244.79
1013,1013_t0208,MODERATOR,you,5244.79,5245.1
1013,1013_t0208,MODERATOR,depends,5245.34,5245.63
1013,1013_t0208,MODERATOR,on,5245.63,5245.76
1013,1013_t0209,BUSH,what,5245.76,5246.41
1013,1013_t0209,BUSH,he,5246.41,5246.47
1013,1013_t0209,BUSH,says,5246.47,5246.81
1013,1013_t0209,BUSH,in,5246.81,5246.89
1013,1013_t0209,BUSH,the,5246.89,5246.95
1013,1013_t0209,BUSH,future,5246.95,5247.29
1013,1013_t0209,BUSH,in,5247.29,5247.37
1013,1013_t0209,BUSH,the,5247.37,5247.44
1013,1013_t0209,BUSH,campaign,5247.44,5248.02
1013,1013_t0209,BUSH,your,5249.56,5249.72
1013,1013_t0209,BUSH,folks,5249.72,5250.12
1013,1013_t0210,MODERATOR,are,5250.76,5251.42
1013,1013_t0210,MODERATOR,saying,5251.67,5251.99
1013,1013_t0210,MODERATOR,some,5251.99,5252.15
1013,1013_t0210,MODERATOR,awful,5252.15,5252.42
1013,1013_t0210,MODERATOR,things,5252.42,5252.96
1013,1013_t0210,MODERATOR,i,5253.41,5253.44
1013,1013_t0210,MODERATOR,hope,5253.44,5253.77
1013,1013_t0211,BUSH,they're,5253.77,5253.87
1013,1013_t0211,BUSH,not,5253.87,5254.05
1013,1013_t0211,BUSH,awful,5254.05,5254.38
1013,1013_t0211,BUSH,things,5254.38,5254.64
1013,1013_t0211,BUSH,i,5254.64,5255.2
1013,1013_t0211,BUSH,think,5255.2,5255.41
1013,1013_t0211,BUSH,they,5255.41,5255.47
1013,1013_t0211,BUSH,may,5255.47,5255.53
1013,1013_t0211,BUSH,be,5255.53,5255.57
1013,1013_t0211,BUSH,using,5255.57,5255.74
1013,1013_t0211,BUSH,the,5255.74,5255.81
1013,1013_t0211,BUSH,man's,5255.81,5256.14
1013,1013_t0211,BUSH,own,5256.14,5256.38
1013,1013_t0211,BUSH,words,5256.38,5256.81
1013,1013_t0211,BUSH,well,5256.81,5257.14
1013,1013_t0211,BUSH,what,5257.14,5257.67
1013,1013_t0212,MODERATOR,i,5257.67,5257.73
1013,1013_t0212,MODERATOR,mean,5257.73,5257.95
1013,1013_t0212,MODERATOR,is,5257.95,5258.74
1013,1013_t0212,MODERATOR,calling,5258.74,5259.01
1013,1013_t0212,MODERATOR,him,5259.01,5259.1
1013,1013_t0212,MODERATOR,a,5259.1,5259.16
1013,1013_t0212,MODERATOR,serial,5259.16,5259.57
1013,1013_t0212,MODERATOR,exaggerator,5259.57,5260.49
1013,1013_t0212,MODERATOR,i,5260.58,5260.69
1013,1013_t0212,MODERATOR,don't,5260.69,5260.8
1013,1013_t0212,MODERATOR,believe,5260.8,5261.0
1013,1013_t0213,BUSH,i've,5261.0,5261.17
1013,1013_t0213,BUSH,used,5261.17,5261.38
1013,1013_t0213,BUSH,those,5261.38,5261.57
1013,1013_t0213,BUSH,words,5261.57,5261.81
1013,1013_t0213,BUSH,no,5261.81,5261.91
1013,1013_t0213,BUSH,but,5261.91,5262.04
1013,1013_t0213,BUSH,your,5262.04,5262.11
1013,1013_t0214,MODERATOR,campaign,5262.11,5262.6
1013,1013_t0214,MODERATOR,ads,5262.6,5262.9
1013,1013_t0214,MODERATOR,maybe,5262.9,5263.14
1013,1013_t0214,MODERATOR,they,5263.14,5263.24
1013,1013_t0214,MODERATOR,have,5263.24,5263.37
1013,1013_t0215,BUSH,and,5263.37,5263.46
1013,1013_t0215,BUSH,your,5263.46,5263.55
1013,1013_t0215,BUSH,campaign,5263.55,5263.95
1013,1013_t0216,MODERATOR,officials,5263.95,5264.37
1013,1013_t0216,MODERATOR,have,5264.37,5264.64
1013,1013_t0216,MODERATOR,and,5265.05,5265.17
1013,1013_t0216,MODERATOR,your,5265.17,5265.28
1013,1013_t0216,MODERATOR,campaign,5265.28,5265.75
1013,1013_t0216,MODERATOR,officials,5265.75,5266.38
1013,1013_t0216,MODERATOR,mr,5266.82,5268.54
1013,1013_t0216,MODERATOR,vice,5268.54,5268.71
1013,1013_t0216,MODERATOR,president,5268.71,5269.16
1013,1013_t0216,MODERATOR,are,5269.16,5269.19
1013,1013_t0216,MODERATOR,now,5269.19,5269.37
1013,1013_t0216,MODERATOR,calling,5269.37,5269.83
1013,1013_t0216,MODERATOR,the,5269.83,5269.95
1013,1013_t0216,MODERATOR,governor,5269.95,5270.42
1013,1013_t0216,MODERATOR,a,5270.42,5270.48
1013,1013_t0216,MODERATOR,bumbler,5270.48,5272.09
1013,1013_t0216,MODERATOR,wait,5272.5,5272.59
1013,1013_t0216,MODERATOR,a,5274.86,5274.91
1013,1013_t0217,BUSH,minute,5274.91,5275.16
1013,1013_t0217,BUSH,i,5275.16,5275.32
1013,1013_t0217,BUSH,mean,5275.32,5275.66
1013,1013_t0218,MODERATOR,my,5275.66,5275.79
1013,1013_t0218,MODERATOR,point,5275.79,5276.1
1013,1013_t0218,MODERATOR,is,5276.1,5276.24
1013,1013_t0218,MODERATOR,should,5276.51,5276.71
1013,1013_t0218,MODERATOR,this,5276.71,5276.91
1013,1013_t0218,MODERATOR,is,5276.91,5277.08
1013,1013_t0218,MODERATOR,this,5277.08,5277.25
1013,1013_t0218,MODERATOR,i,5277.25,5278.36
1013,1013_t0218,MODERATOR,don't,5278.36,5278.53
1013,1013_t0218,MODERATOR,use,5278.53,5278.88
1013,1013_t0218,MODERATOR,language,5279.35,5279.84
1013,1013_t0219,GORE,like,5279.84,5280.11
1013,1013_t0219,GORE,that,5280.11,5280.39
1013,1013_t0219,GORE,and,5280.39,5280.54
1013,1013_t0219,GORE,i,5280.54,5280.82
1013,1013_t0219,GORE,don't,5280.82,5281.08
1013,1013_t0219,GORE,think,5281.08,5281.41
1013,1013_t0219,GORE,that,5281.66,5281.9
1013,1013_t0219,GORE,we,5281.9,5282.01
1013,1013_t0219,GORE,should,5282.01,5282.48
1013,1013_t0219,GORE,it's,5282.91,5283.6
1013,1013_t0219,GORE,in,5283.6,5283.74
1013,1013_t0219,GORE,your,5283.74,5284.16
1013,1013_t0219,GORE,commercial,5284.16,5284.46
1013,1013_t0220,MODERATOR,i,5284.46,5284.74
1013,1013_t0220,MODERATOR,understand,5284.74,5285.33
1013,1013_t0220,MODERATOR,the,5285.33,5285.38
1013,1013_t0220,MODERATOR,i,5285.38,5285.41
1013,1013_t0221,GORE,haven't,5285.41,5285.57
1013,1013_t0221,GORE,seen,5285.57,5286.02
1013,1013_t0221,GORE,that,5286.02,5289.33
1013,1013_t0221,GORE,in,5289.36,5289.43
1013,1013_t0221,GORE,my,5289.43,5289.51
1013,1013_t0221,GORE,commercials,5289.51,5290.07
1013,1013_t0221,GORE,you,5290.6,5290.66
1013,1013_t0221,GORE,haven't,5290.66,5290.86
1013,1013_t0221,GORE,seen,5290.86,5290.95
1013,1013_t0221,GORE,the,5290.95,5291.01
1013,1013_t0221,GORE,commercial,5291.01,5291.23
1013,1013_t0222,BUSH,your,5291.23,5291.53
1013,1013_t0222,BUSH,i,5291.56,5292.38
1013,1013_t0222,BUSH,think,5292.38,5292.67
1013,1013_t0222,BUSH,that,5292.67,5293.13
1013,1013_t0222,BUSH,what,5293.13,5294.0
1013,1013_t0223,MODERATOR,i,5294.33,5294.43
1013,1013_t0223,MODERATOR,think,5294.43,5294.69
1013,1013_t0224,GORE,the,5294.69,5294.77
1013,1013_t0224,GORE,point,5294.77,5295.15
1013,1013_t0224,GORE,of,5295.15,5295.26
1013,1013_t0224,GORE,that,5295.26,5295.54
1013,1013_t0224,GORE,is,5295.54,5295.86
1013,1013_t0224,GORE,that,5295.86,5296.06
1013,1013_t0224,GORE,anybody,5296.09,5296.73
1013,1013_t0224,GORE,would,5297.28,5297.4
1013,1013_t0224,GORE,have,5297.4,5297.62
1013,1013_t0224,GORE,a,5297.62,5297.68
1013,1013_t0224,GORE,hard,5297.68,5298.03
1013,1013_t0224,GORE,time,5298.03,5298.63
1013,1013_t0224,GORE,trying,5298.63,5299.04
1013,1013_t0224,GORE,to,5299.04,5299.25
1013,1013_t0224,GORE,make,5299.66,5299.99
1013,1013_t0224,GORE,a,5299.99,5300.29
1013,1013_t0224,GORE,tax,5300.34,5300.71
1013,1013_t0224,GORE,cut,5300.77,5301.09
1013,1013_t0224,GORE,plan,5301.09,5301.55
1013,1013_t0224,GORE,that,5301.55,5301.69
1013,1013_t0224,GORE,is,5301.69,5301.75
1013,1013_t0224,GORE,so,5301.75,5301.98
1013,1013_t0224,GORE,large,5301.98,5302.54
1013,1013_t0224,GORE,that,5303.12,5303.26
1013,1013_t0224,GORE,would,5303.26,5303.41
1013,1013_t0224,GORE,put,5303.41,5303.57
1013,1013_t0224,GORE,us,5303.57,5303.71
1013,1013_t0224,GORE,into,5303.71,5303.92
1013,1013_t0224,GORE,such,5303.92,5304.27
1013,1013_t0224,GORE,big,5304.27,5304.5
1013,1013_t0224,GORE,deficits,5304.5,5305.11
1013,1013_t0224,GORE,that,5305.18,5305.42
1013,1013_t0224,GORE,gives,5305.42,5305.79
1013,1013_t0224,GORE,almost,5306.24,5306.91
1013,1013_t0224,GORE,half,5306.91,5307.23
1013,1013_t0224,GORE,the,5307.23,5307.3
1013,1013_t0224,GORE,benefits,5307.3,5307.98
1013,1013_t0224,GORE,to,5307.98,5308.15
1013,1013_t0224,GORE,the,5308.15,5308.25
1013,1013_t0224,GORE,wealthiest,5308.25,5308.9
1013,1013_t0224,GORE,of,5308.9,5309.0
1013,1013_t0224,GORE,the,5309.0,5309.07
1013,1013_t0224,GORE,wealthy,5309.07,5309.5
1013,1013_t0224,GORE,i,5309.76,5309.85
1013,1013_t0224,GORE,think,5309.85,5310.04
1013,1013_t0224,GORE,anybody,5310.04,5310.46
1013,1013_t0224,GORE,would,5310.46,5310.58
1013,1013_t0224,GORE,have,5310.58,5310.79
1013,1013_t0224,GORE,a,5310.79,5310.84
1013,1013_t0224,GORE,hard,5310.84,5311.14
1013,1013_t0224,GORE,time,5311.14,5311.44
1013,1013_t0224,GORE,explaining,5311.73,5312.3
1013,1013_t0224,GORE,that,5312.3,5312.54
1013,1013_t0224,GORE,clearly,5312.54,5313.21
1013,1013_t0224,GORE,in,5313.21,5313.36
1013,1013_t0224,GORE,a,5313.36,5313.42
1013,1013_t0224,GORE,way,5313.42,5313.8
1013,1013_t0224,GORE,that,5313.8,5314.45
1013,1013_t0224,GORE,makes,5314.83,5315.1
1013,1013_t0224,GORE,sense,5315.1,5315.59
1013,1013_t0224,GORE,to,5315.59,5316.03
1013,1013_t0224,GORE,the,5316.03,5316.4
1013,1013_t0224,GORE,average,5316.4,5316.73
1013,1013_t0224,GORE,person,5316.73,5317.02
1013,1013_t0224,GORE,that's,5317.44,5317.64
1013,1013_t0224,GORE,the,5317.64,5317.74
1013,1013_t0224,GORE,kind,5317.74,5317.99
1013,1013_t0224,GORE,of,5317.99,5318.06
1013,1013_t0224,GORE,exaggeration,5318.06,5318.83
1013,1013_t0224,GORE,i,5318.83,5318.92
1013,1013_t0224,GORE,was,5318.92,5319.09
1013,1013_t0225,BUSH,just,5319.09,5319.29
1013,1013_t0225,BUSH,talking,5319.29,5319.62
1013,1013_t0225,BUSH,about,5319.62,5319.95
1013,1013_t0225,BUSH,well,5322.05,5322.38
1013,1013_t0225,BUSH,i,5322.65,5322.99
1013,1013_t0225,BUSH,wasn't,5322.99,5323.27
1013,1013_t0225,BUSH,the,5323.27,5323.33
1013,1013_t0225,BUSH,one,5323.33,5323.55
