debate_audio_id,turn_id,speaker,party,result,speaker_role,year,debate_type,date,n_sentences,n_words,n_syllables,turn_start_sec,turn_end_sec,speech_duration_sec,total_pause_sec,n_pauses_within_sentences,f0_mean,f0_std,intensity_mean_db,intensity_std_db,jitter_local_mean,shimmer_local_mean,hnr_mean_db,speech_rate_wps_mean,articulation_rate_wps_mean,syllable_rate_per_sec_mean,articulation_rate_syll_per_sec_mean,turn_floor_time_sec,turn_speech_density,pauses_per_100_words,mean_pause_sec_per_turn,turn_speech_rate_wps,turn_syllable_rate_per_sec,turn_articulation_rate_wps,turn_articulation_rate_syll_per_sec
1007,1007_t0146,George H. W. Bush,Republican,loser,candidate,1992,Presidential,1992-10-19,2,13,18.0,3626.953,3631.278,4.305,0.0,0.0,174.198,2.627,65.047,0.496,0.024,0.155,6.882,3.168,3.168,4.791,4.791,4.325,0.995,0.0,0.0,3.006,4.162,3.02,4.181
1007,1007_t0147,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,2,20,25.0,3631.81,3635.654,3.554,0.0,0.0,188.693,4.334,63.773,1.08,0.028,0.106,10.695,5.898,5.898,7.997,7.997,3.844,0.925,0.0,0.0,5.203,6.504,5.627,7.034
1007,1007_t0148,George H. W. Bush,Republican,loser,candidate,1992,Presidential,1992-10-19,3,25,32.0,3635.854,3641.147,4.971,0.0,0.0,128.165,5.694,63.286,1.11,0.029,0.146,7.363,5.501,5.501,6.171,6.171,5.293,0.939,0.0,0.0,4.723,6.046,5.029,6.437
1007,1007_t0149,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,1,6,10.0,3641.339,3643.12,1.781,0.0,0.0,151.853,,59.221,,0.022,0.121,11.689,3.369,3.369,5.615,5.615,1.781,1.0,0.0,0.0,3.369,5.615,3.369,5.615
1007,1007_t0150,Bill Clinton,Democratic,winner,candidate,1992,Presidential,1992-10-19,11,208,325.0,3645.603,3706.512,53.831,2.04,7.0,127.269,7.133,61.406,1.842,0.021,0.087,11.89,4.019,4.073,6.39,6.473,60.909,0.884,3.365,0.291,3.415,5.336,3.864,6.037
1007,1007_t0151,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,5,19,25.0,3706.875,3714.306,5.438,0.0,0.0,172.849,17.188,59.622,12.442,0.016,0.111,3.368,3.617,3.617,6.603,4.682,7.431,0.732,0.0,0.0,2.557,3.364,3.494,4.597
1007,1007_t0152,Thomas,—,moderator,moderator,1992,Presidential,1992-10-19,5,69,111.0,3714.326,3740.883,25.277,0.0,0.0,189.399,3.959,59.821,1.676,0.02,0.097,11.567,2.745,2.745,5.239,4.465,26.557,0.952,0.0,0.0,2.598,4.18,2.73,4.391
1007,1007_t0153,Ross Perot,Independent,loser,candidate,1992,Presidential,1992-10-19,35,476,649.0,3741.523,3888.836,122.84,7.27,20.0,180.725,36.133,60.411,2.493,0.025,0.095,11.405,4.03,4.139,5.236,5.376,147.313,0.834,4.202,0.363,3.231,4.406,3.875,5.283
1007,1007_t0154,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,1,6,9.0,3889.207,3890.428,1.221,0.0,0.0,127.412,,61.347,,0.025,0.115,8.692,4.914,4.914,7.371,7.371,1.221,1.0,0.0,0.0,4.914,7.371,4.914,7.371
1007,1007_t0155,Bill Clinton,Democratic,winner,candidate,1992,Presidential,1992-10-19,10,248,357.0,3892.549,3971.558,65.324,6.49,15.0,145.026,11.955,58.657,4.14,0.027,0.095,10.589,3.346,3.679,4.847,5.289,79.009,0.827,6.048,0.433,3.139,4.518,3.796,5.465
1007,1007_t0156,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,2,11,15.0,3972.319,3974.259,1.74,0.0,0.0,130.029,,57.332,,0.03,0.137,7.366,5.747,5.747,6.801,8.046,1.94,0.897,0.0,0.0,5.67,7.732,6.322,8.621
1007,1007_t0157,George H. W. Bush,Republican,loser,candidate,1992,Presidential,1992-10-19,13,250,347.0,3974.279,4060.249,75.759,3.85,12.0,124.252,11.535,60.417,1.636,0.025,0.098,9.267,3.197,3.342,4.327,4.525,85.97,0.881,4.8,0.321,2.908,4.036,3.3,4.58
1007,1007_t0158,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,2,16,21.0,4060.61,4064.51,3.363,0.0,0.0,138.037,,61.798,,0.025,0.104,10.445,4.46,4.46,12.974,5.947,3.9,0.862,0.0,0.0,4.103,5.385,4.758,6.244
1007,1007_t0159,Gibbons,—,moderator,moderator,1992,Presidential,1992-10-19,5,72,103.0,4065.048,4088.886,20.625,0.41,2.0,154.579,8.269,59.719,2.925,0.022,0.088,12.899,3.583,3.737,4.888,5.041,23.838,0.865,2.778,0.205,3.02,4.321,3.491,4.994
1007,1007_t0160,Bill Clinton,Democratic,winner,candidate,1992,Presidential,1992-10-19,11,305,445.0,4090.969,4186.965,81.258,8.19,23.0,140.49,8.125,59.949,2.107,0.024,0.087,11.064,3.646,3.88,5.336,5.67,95.996,0.846,7.541,0.356,3.177,4.636,3.753,5.476
1007,1007_t0161,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,1,4,7.0,4187.447,4188.388,0.941,0.0,0.0,130.901,,60.43,,0.023,0.109,8.456,4.251,4.251,7.439,7.439,0.941,1.0,0.0,0.0,4.251,7.439,4.251,7.439
1007,1007_t0162,George H. W. Bush,Republican,loser,candidate,1992,Presidential,1992-10-19,7,156,221.0,4188.828,4248.884,52.194,4.73,15.0,109.776,14.095,59.068,2.968,0.028,0.096,8.767,3.394,3.542,4.301,4.517,60.056,0.869,9.615,0.315,2.598,3.68,2.989,4.234
1007,1007_t0163,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,2,4,5.0,4249.304,4250.165,0.641,0.0,0.0,138.792,,63.553,,0.022,0.09,10.859,4.68,4.68,5.62,6.24,0.861,0.744,0.0,0.0,4.646,5.807,6.24,7.8
1007,1007_t0164,Ross Perot,Independent,loser,candidate,1992,Presidential,1992-10-19,16,269,349.0,4251.643,4325.134,63.921,2.81,6.0,192.393,25.283,61.193,2.108,0.022,0.089,11.949,4.375,4.462,5.433,5.542,73.491,0.87,2.23,0.468,3.66,4.749,4.208,5.46
1007,1007_t0165,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,4,35,46.0,4326.105,4334.732,7.997,0.0,0.0,130.275,21.376,59.693,0.367,0.023,0.082,11.861,4.56,4.56,6.686,5.742,8.627,0.927,0.0,0.0,4.057,5.332,4.377,5.752
1007,1007_t0166,Gibbons,—,moderator,moderator,1992,Presidential,1992-10-19,3,43,66.0,4335.453,4349.085,12.202,1.11,3.0,165.848,0.16,58.922,0.484,0.024,0.083,12.006,3.146,3.444,4.645,5.327,13.632,0.895,6.977,0.37,3.154,4.842,3.524,5.409
1007,1007_t0167,Ross Perot,Independent,loser,candidate,1992,Presidential,1992-10-19,27,406,526.0,4349.105,4468.122,99.607,4.71,10.0,200.72,26.485,60.84,1.956,0.022,0.094,12.557,4.136,4.221,5.495,5.606,119.017,0.837,2.463,0.471,3.411,4.42,4.076,5.281
1007,1007_t0168,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,2,7,13.0,4469.007,4472.662,1.108,0.0,0.0,147.855,,63.948,,0.023,0.09,8.601,5.415,5.415,34.513,9.025,3.655,0.303,0.0,0.0,1.915,3.557,6.318,11.733
1007,1007_t0169,Bill Clinton,Democratic,winner,candidate,1992,Presidential,1992-10-19,11,196,285.0,4475.209,4534.737,52.549,2.21,7.0,154.029,12.549,61.206,2.458,0.027,0.094,10.632,3.841,3.925,5.415,5.539,59.528,0.883,3.571,0.316,3.293,4.788,3.73,5.424
1007,1007_t0170,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,1,4,7.0,4535.423,4537.481,2.058,0.0,0.0,139.519,,59.698,,0.021,0.086,2.287,1.944,1.944,3.401,3.401,2.058,1.0,0.0,0.0,1.944,3.401,1.944,3.401
1007,1007_t0171,George H. W. Bush,Republican,loser,candidate,1992,Presidential,1992-10-19,1,3,6.0,4538.167,4539.539,1.372,0.0,0.0,130.374,,54.756,,0.01,0.088,10.295,2.187,2.187,4.373,4.373,1.372,1.0,0.0,0.0,2.187,4.373,2.187,4.373
1007,1007_t0172,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,1,1,1.0,4540.225,4540.225,0.0,0.0,0.0,,,,,,,,,,20.0,,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0
1007,1007_t0173,George H. W. Bush,Republican,loser,candidate,1992,Presidential,1992-10-19,1,2,5.0,4540.911,4541.597,0.686,0.0,0.0,150.518,,58.481,,0.041,0.169,10.179,2.915,2.915,7.289,7.289,0.686,1.0,0.0,0.0,2.915,7.289,2.915,7.289
1007,1007_t0174,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,3,12,19.0,4542.283,4547.518,4.44,0.0,0.0,122.841,15.485,60.358,3.166,0.025,0.101,8.595,3.047,3.047,6.167,6.167,5.235,0.848,0.0,0.0,2.292,3.629,2.703,4.279
1007,1007_t0175,George H. W. Bush,Republican,loser,candidate,1992,Presidential,1992-10-19,22,233,311.0,4547.974,4617.99,58.699,2.78,8.0,138.381,13.778,62.261,2.792,0.023,0.105,9.285,3.941,4.033,6.901,5.447,70.016,0.838,3.433,0.347,3.328,4.442,3.969,5.298
1007,1007_t0176,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,3,18,26.0,4618.17,4625.427,5.925,0.33,1.0,148.859,24.634,61.992,2.419,0.017,0.085,6.326,2.658,2.799,3.696,3.893,7.257,0.816,5.556,0.33,2.48,3.583,3.038,4.388
1007,1007_t0177,Rook,—,moderator,moderator,1992,Presidential,1992-10-19,4,64,82.0,4625.913,4648.689,19.945,1.45,6.0,171.818,10.113,58.183,2.116,0.022,0.076,13.785,3.143,3.302,4.03,4.233,22.776,0.876,9.375,0.242,2.81,3.6,3.209,4.111
1007,1007_t0178,Bill Clinton,Democratic,winner,candidate,1992,Presidential,1992-10-19,20,345,481.0,4649.775,4754.633,89.077,7.43,17.0,147.019,10.407,61.551,2.463,0.025,0.095,9.961,4.414,4.509,5.393,5.544,104.858,0.85,4.928,0.437,3.29,4.587,3.873,5.4
1007,1007_t0179,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,1,6,9.0,4756.794,4757.894,1.1,0.0,0.0,138.727,,63.861,,0.025,0.108,5.726,5.455,5.455,8.182,8.182,1.1,1.0,0.0,0.0,5.455,8.182,5.455,8.182
1007,1007_t0180,George H. W. Bush,Republican,loser,candidate,1992,Presidential,1992-10-19,15,223,268.0,4758.084,4825.896,62.008,1.37,6.0,141.616,9.579,62.471,3.589,0.023,0.108,7.592,3.853,3.92,4.614,4.69,67.812,0.914,2.691,0.228,3.289,3.952,3.596,4.322
1007,1007_t0181,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,2,2,3.0,4827.35,4828.805,0.0,0.0,0.0,,,,,,,,,,30.0,,1.455,0.0,0.0,0.0,1.375,2.062,40.0,60.0
1007,1007_t0182,Bill Clinton,Democratic,winner,candidate,1992,Presidential,1992-10-19,6,85,112.0,4830.259,4852.692,19.952,0.0,0.0,153.083,15.601,62.481,1.798,0.026,0.1,8.647,4.296,4.296,5.562,5.562,22.433,0.889,0.0,0.0,3.789,4.993,4.26,5.613
1007,1007_t0183,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,6,36,48.0,4855.1,4866.036,9.545,0.0,0.0,130.416,20.124,62.496,1.644,0.019,0.1,9.115,4.698,4.698,6.302,5.744,10.936,0.873,0.0,0.0,3.292,4.389,3.772,5.029
1007,1007_t0184,Ross Perot,Independent,loser,candidate,1992,Presidential,1992-10-19,1,10,14.0,4866.076,4867.898,1.822,0.0,0.0,193.109,,64.156,,0.018,0.089,12.539,5.488,5.488,7.684,7.684,1.822,1.0,0.0,0.0,5.488,7.684,5.488,7.684
1007,1007_t0185,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,2,4,4.0,4867.978,4873.016,2.409,0.0,0.0,251.797,,68.269,,0.032,0.148,-0.339,0.83,0.83,4.961,0.83,5.038,0.478,0.0,0.0,0.794,0.794,1.66,1.66
1007,1007_t0186,Ross Perot,Independent,loser,candidate,1992,Presidential,1992-10-19,14,204,249.0,4875.425,4934.73,48.11,1.1,4.0,203.746,27.254,61.884,1.262,0.022,0.091,12.628,4.335,4.44,5.427,5.56,59.305,0.811,1.961,0.275,3.44,4.199,4.24,5.176
1007,1007_t0187,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,3,24,30.0,4935.251,4940.196,4.785,0.0,0.0,117.707,20.624,59.059,1.651,0.019,0.09,9.495,5.66,5.66,6.456,6.456,4.945,0.968,0.0,0.0,4.853,6.067,5.016,6.27
1007,1007_t0188,Thomas,—,moderator,moderator,1992,Presidential,1992-10-19,4,45,56.0,4940.902,4954.294,12.712,0.0,0.0,197.274,10.461,59.713,2.298,0.021,0.084,12.421,3.493,3.493,4.178,4.289,13.392,0.949,0.0,0.0,3.36,4.182,3.54,4.405
1007,1007_t0189,George H. W. Bush,Republican,loser,candidate,1992,Presidential,1992-10-19,27,423,586.0,4954.534,5084.164,115.102,4.6,16.0,130.062,22.985,60.352,2.111,0.027,0.097,9.298,3.849,3.927,5.208,5.323,129.63,0.888,3.783,0.288,3.263,4.521,3.675,5.091
1007,1007_t0190,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,2,5,5.0,5084.311,5084.751,0.0,0.0,0.0,,,,,,,,,,16.826,,0.44,0.0,0.0,0.0,11.364,11.364,100.0,100.0
1007,1007_t0191,George H. W. Bush,Republican,loser,candidate,1992,Presidential,1992-10-19,1,6,6.0,5084.897,5085.624,0.727,0.0,0.0,133.994,,54.279,,0.025,0.094,6.967,8.253,8.253,8.253,8.253,0.727,1.0,0.0,0.0,8.253,8.253,8.253,8.253
1007,1007_t0192,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,4,13,17.0,5085.838,5090.263,3.777,0.0,0.0,100.423,22.734,49.79,11.461,0.029,0.092,5.658,4.364,4.364,9.327,5.876,4.425,0.854,0.0,0.0,2.938,3.842,3.442,4.501
1007,1007_t0193,Ross Perot,Independent,loser,candidate,1992,Presidential,1992-10-19,1,5,5.0,5090.563,5091.543,0.98,0.0,0.0,144.47,,63.823,,0.021,0.1,10.359,5.102,5.102,5.102,5.102,0.98,1.0,0.0,0.0,5.102,5.102,5.102,5.102
1007,1007_t0194,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,2,14,21.0,5091.843,5094.895,2.751,0.0,0.0,143.138,1.01,60.418,1.45,0.03,0.126,8.058,5.469,5.469,7.926,7.926,3.052,0.901,0.0,0.0,4.587,6.881,5.089,7.634
1007,1007_t0195,Ross Perot,Independent,loser,candidate,1992,Presidential,1992-10-19,1,4,6.0,5095.085,5097.066,1.981,0.0,0.0,158.456,,57.155,,0.02,0.07,12.483,2.019,2.019,3.029,3.029,1.981,1.0,0.0,0.0,2.019,3.029,2.019,3.029
1007,1007_t0196,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,1,1,1.0,5098.367,5098.367,0.0,0.0,0.0,,,,,,,,,,20.0,,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0
1007,1007_t0197,Ross Perot,Independent,loser,candidate,1992,Presidential,1992-10-19,10,221,325.0,5099.667,5170.09,60.521,5.42,10.0,170.746,23.334,59.616,1.853,0.023,0.094,12.734,3.414,3.626,5.04,5.362,70.423,0.859,4.525,0.542,3.138,4.615,3.652,5.37
1007,1007_t0198,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,1,4,8.0,5170.871,5171.792,0.921,0.0,0.0,141.123,,62.192,,0.025,0.133,9.235,4.343,4.343,8.686,8.686,0.921,1.0,0.0,0.0,4.343,8.686,4.343,8.686
1007,1007_t0199,Bill Clinton,Democratic,winner,candidate,1992,Presidential,1992-10-19,11,224,331.0,5173.813,5241.94,59.709,4.57,15.0,157.707,11.256,61.11,1.499,0.025,0.091,11.894,3.782,4.009,5.708,6.069,68.127,0.876,6.696,0.305,3.288,4.859,3.752,5.544
1007,1007_t0200,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,6,38,55.0,5243.056,5257.169,12.117,0.0,0.0,133.638,10.913,59.831,3.368,0.017,0.104,7.584,3.143,3.143,5.722,4.559,14.113,0.859,0.0,0.0,2.693,3.897,3.136,4.539
1007,1007_t0201,Bill Clinton,Democratic,winner,candidate,1992,Presidential,1992-10-19,24,365,523.0,5258.089,5378.188,99.496,8.69,26.0,152.266,9.93,60.191,3.301,0.025,0.084,11.475,3.571,3.874,4.935,5.322,120.099,0.828,7.123,0.334,3.039,4.355,3.668,5.256
1007,1007_t0202,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,1,6,10.0,5378.735,5381.468,2.733,0.0,0.0,,,64.197,,,,-3.297,2.195,2.195,3.658,3.659,2.733,1.0,0.0,0.0,2.195,3.659,2.195,3.659
1007,1007_t0203,George H. W. Bush,Republican,loser,candidate,1992,Presidential,1992-10-19,17,238,358.0,5382.015,5495.35,103.545,0.0,0.0,183.161,88.3,32.561,2.45,0.056,0.181,1.85,4.424,4.424,54.308,6.676,113.335,0.914,0.0,0.0,2.1,3.159,2.299,3.457
1007,1007_t0204,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,2,6,9.0,5496.57,5502.671,4.881,0.0,0.0,308.636,,39.055,,0.055,0.239,0.309,1.024,1.024,10.82,1.639,6.101,0.8,0.0,0.0,0.983,1.475,1.229,1.844
1007,1007_t0205,Ross Perot,Independent,loser,candidate,1992,Presidential,1992-10-19,29,431,564.0,5503.891,5649.682,123.56,0.0,0.0,241.94,48.073,32.869,1.266,0.034,0.185,2.274,3.465,3.465,34.73,4.626,145.791,0.848,0.0,0.0,2.956,3.869,3.488,4.565
1007,1007_t0206,Lehrer,—,moderator,moderator,1992,Presidential,1992-10-19,5,55,76.0,5649.685,5649.948,0.0,0.0,0.0,,,,,,,,,,277.836,,0.263,0.0,0.0,0.0,209.125,288.973,1100.0,1520.0
1008,1008_t0001,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,16,163,262.0,310.281,373.325,55.339,0.22,1.0,123.916,15.468,63.392,2.584,0.033,0.1,10.166,3.023,3.033,4.984,5.028,63.044,0.878,0.613,0.22,2.585,4.156,2.945,4.734
1008,1008_t0002,Bill Clinton,Democratic,winner,candidate,1996,Presidential,1996-10-06,23,326,476.0,374.426,490.683,98.973,0.85,4.0,148.946,9.766,63.552,2.244,0.026,0.092,12.095,3.522,3.577,4.888,4.956,116.257,0.851,1.227,0.213,2.804,4.094,3.294,4.809
1008,1008_t0003,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,1,4,8.0,492.675,493.815,1.14,0.0,0.0,131.199,,61.547,,0.031,0.144,8.111,3.509,3.509,7.018,7.018,1.14,1.0,0.0,0.0,3.509,7.018,3.509,7.018
1008,1008_t0004,Bob Dole,Republican,loser,candidate,1996,Presidential,1996-10-06,23,323,442.0,494.175,618.378,91.585,3.61,14.0,92.13,4.212,61.593,2.879,0.025,0.101,8.109,3.872,3.978,7.522,5.263,124.203,0.737,4.334,0.258,2.601,3.559,3.527,4.826
1008,1008_t0005,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,4,30,45.0,620.92,630.086,8.406,0.0,0.0,122.818,22.036,63.057,1.52,0.033,0.122,8.888,3.512,3.512,9.238,5.65,9.166,0.917,0.0,0.0,3.273,4.909,3.569,5.353
1008,1008_t0006,Bill Clinton,Democratic,winner,candidate,1996,Presidential,1996-10-06,12,262,387.0,633.269,718.468,76.475,0.5,2.0,146.595,6.039,63.371,1.483,0.028,0.098,11.304,3.551,3.565,5.148,5.168,85.199,0.898,0.763,0.25,3.075,4.542,3.426,5.06
1008,1008_t0007,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,1,4,7.0,719.32,720.26,0.94,0.0,0.0,106.951,,65.003,,0.023,0.121,9.341,4.255,4.255,7.447,7.447,0.94,1.0,0.0,0.0,4.255,7.447,4.255,7.447
1008,1008_t0008,Bob Dole,Republican,loser,candidate,1996,Presidential,1996-10-06,16,172,247.0,721.941,784.81,52.202,0.0,0.0,90.843,4.804,61.762,2.322,0.027,0.106,6.042,3.453,3.453,5.241,5.078,62.869,0.83,0.0,0.0,2.736,3.929,3.295,4.732
1008,1008_t0009,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,2,4,6.0,785.471,786.632,0.961,0.0,0.0,105.688,,61.165,,0.048,0.174,6.217,3.122,3.122,5.379,5.203,1.161,0.828,0.0,0.0,3.445,5.168,4.162,6.243
1008,1008_t0010,Bill Clinton,Democratic,winner,candidate,1996,Presidential,1996-10-06,6,126,181.0,788.354,825.262,33.646,0.0,0.0,139.075,3.554,64.667,0.769,0.03,0.111,9.077,4.083,4.083,5.668,5.668,36.908,0.912,0.0,0.0,3.414,4.904,3.745,5.38
1008,1008_t0011,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,2,23,34.0,826.242,833.185,6.923,0.0,0.0,130.414,14.133,66.247,2.071,0.029,0.137,11.075,4.446,4.446,6.189,6.189,6.943,0.997,0.0,0.0,3.313,4.897,3.322,4.911
1008,1008_t0012,Bob Dole,Republican,loser,candidate,1996,Presidential,1996-10-06,1,10,12.0,834.272,837.907,3.635,0.0,0.0,87.959,,55.458,,0.021,0.1,5.929,2.751,2.751,3.301,3.301,3.635,1.0,0.0,0.0,2.751,3.301,2.751,3.301
1008,1008_t0013,Bill Clinton,Democratic,winner,candidate,1996,Presidential,1996-10-06,2,6,7.0,837.927,841.709,3.342,0.0,0.0,151.138,24.026,66.373,2.357,0.021,0.159,0.911,2.089,2.089,2.284,2.283,3.782,0.884,0.0,0.0,1.586,1.851,1.795,2.095
1008,1008_t0014,Bob Dole,Republican,loser,candidate,1996,Presidential,1996-10-06,27,246,337.0,844.03,928.619,68.659,0.0,0.0,100.624,10.824,63.81,1.606,0.027,0.104,6.869,3.613,3.613,5.185,5.185,84.589,0.812,0.0,0.0,2.908,3.984,3.583,4.908
1008,1008_t0015,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,2,4,7.0,929.211,930.989,1.185,0.0,0.0,103.65,,55.15,,0.044,0.128,3.808,2.532,2.532,31.688,3.376,1.778,0.666,0.0,0.0,2.25,3.937,3.376,5.907
1008,1008_t0016,Bill Clinton,Democratic,winner,candidate,1996,Presidential,1996-10-06,13,206,278.0,931.581,990.858,51.354,0.0,0.0,144.12,5.722,66.005,1.12,0.028,0.103,10.942,4.296,4.296,5.584,5.584,59.277,0.866,0.0,0.0,3.475,4.69,4.011,5.413
1008,1008_t0017,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,1,2,4.0,991.575,992.293,0.718,0.0,0.0,,,48.206,,0.128,,0.896,2.786,2.786,5.579,5.571,0.718,1.0,0.0,0.0,2.786,5.571,2.786,5.571
1008,1008_t0018,Bob Dole,Republican,loser,candidate,1996,Presidential,1996-10-06,10,142,195.0,993.01,1033.989,35.633,0.0,0.0,93.979,4.578,64.441,1.757,0.028,0.109,6.362,4.233,4.233,5.722,5.722,40.979,0.87,0.0,0.0,3.465,4.759,3.985,5.472
1008,1008_t0019,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,3,28,42.0,1035.29,1043.872,8.282,0.0,0.0,130.865,27.074,66.487,0.505,0.028,0.115,10.784,4.45,4.45,5.096,5.371,8.582,0.965,0.0,0.0,3.263,4.894,3.381,5.071
1008,1008_t0020,Bill Clinton,Democratic,winner,candidate,1996,Presidential,1996-10-06,13,261,383.0,1044.512,1134.151,81.992,0.0,0.0,150.138,9.778,63.818,2.15,0.03,0.111,10.053,3.468,3.468,4.866,4.866,89.639,0.915,0.0,0.0,2.912,4.273,3.183,4.671
1008,1008_t0021,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,1,2,4.0,1135.091,1135.652,0.561,0.0,0.0,115.15,,65.239,,0.031,0.154,11.146,3.565,3.565,7.13,7.13,0.561,1.0,0.0,0.0,3.565,7.13,3.565,7.13
1008,1008_t0022,Bob Dole,Republican,loser,candidate,1996,Presidential,1996-10-06,16,225,320.0,1136.852,1209.115,64.047,0.0,0.0,90.401,6.826,61.986,1.551,0.028,0.114,5.168,3.857,3.857,5.61,5.273,72.263,0.886,0.0,0.0,3.114,4.428,3.513,4.996
1008,1008_t0023,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,2,2,4.0,1209.662,1210.209,0.0,0.0,0.0,,,,,,,,,,40.0,,0.547,0.0,0.0,0.0,3.656,7.313,40.0,80.0
1008,1008_t0024,Bill Clinton,Democratic,winner,candidate,1996,Presidential,1996-10-06,6,118,165.0,1210.756,1245.828,31.721,0.17,1.0,155.319,7.938,66.118,1.252,0.029,0.107,10.435,3.984,3.991,5.433,5.444,35.072,0.904,0.847,0.17,3.365,4.705,3.72,5.202
1008,1008_t0025,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,1,23,29.0,1247.002,1251.987,4.985,0.0,0.0,121.261,,64.79,,0.035,0.135,9.117,4.614,4.614,5.817,5.817,4.985,1.0,0.0,0.0,4.614,5.817,4.614,5.817
1008,1008_t0026,Bob Dole,Republican,loser,candidate,1996,Presidential,1996-10-06,2,6,9.0,1252.127,1253.269,1.102,0.0,0.0,99.388,8.935,67.135,0.877,0.019,0.102,6.122,5.819,5.819,7.692,7.692,1.142,0.965,0.0,0.0,5.254,7.881,5.445,8.167
1008,1008_t0027,Bill Clinton,Democratic,winner,candidate,1996,Presidential,1996-10-06,1,2,2.0,1253.649,1254.03,0.381,0.0,0.0,169.257,,50.376,,0.076,0.275,0.632,5.249,5.249,5.263,5.249,0.381,1.0,0.0,0.0,5.249,5.249,5.249,5.249
1008,1008_t0028,Bob Dole,Republican,loser,candidate,1996,Presidential,1996-10-06,1,7,10.0,1254.41,1259.465,5.055,0.0,0.0,134.146,,67.24,,0.026,0.141,2.673,1.385,1.385,1.978,1.978,5.055,1.0,0.0,0.0,1.385,1.978,1.385,1.978
1008,1008_t0029,Bill Clinton,Democratic,winner,candidate,1996,Presidential,1996-10-06,1,3,3.0,1261.137,1261.537,0.4,0.0,0.0,199.921,,71.573,,0.027,0.135,7.643,7.5,7.5,7.5,7.5,0.4,1.0,0.0,0.0,7.5,7.5,7.5,7.5
1008,1008_t0030,Bob Dole,Republican,loser,candidate,1996,Presidential,1996-10-06,20,253,342.0,1262.398,1340.189,69.384,0.0,0.0,101.327,10.73,64.929,1.919,0.029,0.122,5.908,3.821,3.821,5.422,5.422,77.791,0.892,0.0,0.0,3.252,4.396,3.646,4.929
1008,1008_t0031,Lehrer,—,moderator,moderator,1996,Presidential,1996-10-06,2,2,4.0,1341.811,1342.371,0.36,0.0,0.0,142.103,,68.958,,0.023,0.129,8.693,2.778,2.778,7.292,8.333,0.56,0.643,0.0,0.0,3.571,7.143,5.556,11.111
1008,1008_t0032,Bill Clinton,Democratic,winner,candidate,1996,Presidential,1996-10-06,7,191,281.0,1342.691,1406.632,61.843,0.19,1.0,149.955,8.53,64.496,1.177,0.03,0.108,10.3,3.898,3.908,5.238,5.253,63.941,0.967,0.524,0.19,2.987,4.395,3.088,4.544
1008,1008_t0033,Bob Dole,Republican,loser,candidate,1996,Presidential,1996-10-06,7,100,142.0,1408.013,1436.922,26.098,0.0,0.0,96.132,9.041,63.014,1.536,0.027,0.106,6.746,3.994,3.994,5.63,5.63,28.909,0.903,0.0,0.0,3.459,4.912,3.832,5.441
